497	0.988701	0.886364	0.886598	0.977778	0.602339	0.956522	0.979899	0.936508
525	0.971591	1	0.964286	0.956522	0.97093	0.94964	0.959799	0.984375
542	0.944056	1	0.978495	0.932584	0.942149	0.992647	0.946524	0.909091
126983	1	0.946429	0.818182	0.96875	0.949495	0.863636	1	0.818182
127020	1	0.857143	0.878788	0.878788	0.949495	0.863636	0.882353	0.848485
127032	0.111111	0.056604	0	0.04	0.56	0	0	0
535890	1	1	0.985075	1	1	1	1	0.990099
535893	0.98	0.866667	0.955882	0.975945	0.925926	1	0.946667	0.970297
535897	0.92	1	0.867647	0.958763	1	0.969231	0.773333	0.940594
535899	1	1	1	1	1	1	1	1
535921	0.96	0.933333	0.941176	0.958478	0.884615	1	0.959732	0.940594
535924	1	0.785714	0.985294	0.972414	0.962963	0.953125	0.919463	0.990099
535958	1	1	1	1	1	1	1	1
535961	0.985507	0.977778	0.967742	0.961905	1	0.95082	0.994286	0.983333
535965	0.985507	0.955556	1	1	0.941176	0.983607	0.965714	0.95
535989	0.985507	0.911111	1	0.961538	1	0.918033	0.767442	0.933333
535992	1	0.977778	1	1	1	1	0.889535	0.983333
652520	1	0.982143	0.913978	0.972603	0.944444	0.950617	0.982456	0.987805
652541	1	0.892857	0.62766	0.945205	1	0.962963	0.86087	0.841463
652555	0.974684	0.982143	0.893617	0.945205	0.888889	0.938272	0.921739	0.926829
652557	0.962025	0.964286	0.744681	0.958904	0.888889	0.888889	0.840708	0.792683
652569	0	0	0	0	0	0.014085	0.010309	0.017544
703239	1	1	0.75	1	0.666667	0.666667	1	0
703251	1	0.9	1	1	0.888889	0.916667	1	0
703263	0.769231	0.9	0.75	0.756757	0.555556	0.833333	0.333333	0
704117	0	0	0	0.033333	0	0	0	0
704121	0	0	0	0	0	0	0	0
704124	0	0	0	0	0	0	0	0
704127	0	0	0	0	0	0	0	0
704140	0	0	0	0	0	0	0	0
704155	0	0	0	0	0	0	0	0
704163	0	0	0	0	0.125	0	0	0
704395	0	0	0	0	0	0	0	0
704406	0	0	0	0	0	0	0	0
704409	0	0	0	0	0	0	0	0
704428	0	0	0	0	0	0	0	0
752532	0	0.033333	0	0	0	0.037037	0.038462	0
752542	0	0	0	0	0	0	0	0
752561	0	0	0	0	0	0	0	0
752571	0	0	0	0	0	0	0	0
752656	0.011976	0	0.007576	0	0	0	0	0
752669	0	0	0	0	0	0	0	0
752672	0	0	0	0.006061	0	0	0	0
752688	0	0	0	0.006623	0	0	0	0
752760	0	0	0	0	0	0	0	0
752775	0	0	0	0	0	0	0	0.021277
752778	0	0	0	0	0	0	0.006289	0
752780	0	0	0	0	0.010204	0	0	0
752782	0	0	0	0	0.020408	0	0	0.021277
752789	0	0	0	0.004762	0.021053	0	0.012579	0
752794	0.008929	0	0	0.004695	0.010753	0	0	0
752796	0.008929	0.015385	0	0	0	0	0	0
752800	0	0	0	0	0.010526	0	0	0
758123	1	1	1	0.775	0.578947	0.947368	0.954545	1
783632	0.238095	0.388889	0.229167	0.928571	0.378788	0.076923	0.071429	0
788948	0.53125	0.326087	0.180952	0.248322	0.762887	0.305085	0.166667	0.193548
788984	0.923913	0.826087	0.752381	0.789116	0.989691	0.847458	0.863014	0.6875
795190	0	0	0	0.007937	0	0	0	0
795201	0	0	0	0	0	0	0	0
795204	0.020619	0	0	0.015873	0	0.015152	0	0
795215	0.06383	0	0.013333	0.00813	0	0	0	0
795274	0.125	0	0.2	0	0	0	0	0
795291	0.1875	0	0	0	0	0	0	0
795297	0.1875	0	0	0.037037	0	0	0	0
795299	0.25	0	0	0	0	0	0	0
795307	0.133333	0	0	0.074074	0	0	0	0
795312	0.285714	0.333333	0	0.038462	0	0	0	0
795330	0.126582	0.02381	0.016667	0.019608	0.028169	0.015873	0.008264	0.032258
795337	0.556962	0.047619	0	0.117647	0	0	0.008264	0
795340	0.949367	0.02381	0	0.245098	0	0	0.008264	0
795342	0.911392	0.02381	0.032787	0.245098	0	0.031746	0.008264	0
795347	0.949367	0	0.04918	0.352941	0.027778	0.015873	0.016529	0
795349	0.886076	0	0.065574	0.235294	0	0	0	0
795361	0.756757	0.025	0.704918	0.514851	0.1	0.032258	0.008475	0
795363	0.657534	0.315789	0.819672	0.721649	0.216667	0.241935	0.044248	0
798985	1	0.972222	0.966667	0.981818	1	0.945946	0.914286	1
798998	1	1	1	1	1	1	1	1
799008	1	0.916667	0.966667	0.963636	1	0.972973	0.957143	0.945946
799019	1	0.928571	0.84	0.925	0.909091	1	0.983607	0.966667
799033	0.9	0.8125	1	0.521739	0.75	0.826087	0.736842	0.789474
823669	0.9	0.363636	0.666667	0.333333	0.666667	0.285714	0.666667	0.5
828158	0.97	0.872727	0.977273	0.971429	0.926829	1	0.985714	0.875
828165	0.990099	0.581818	0.965909	0.971751	0.95122	1	0.992857	0.875
828171	0.950495	0.963636	0.977273	0.949153	0.97561	0.920635	1	1
829218	0.352273	0.77551	0.898305	0.945946	0.864865	0.982759	0.555556	0.435897
829260	0.013158	0.780488	0.035714	0.068182	1	0.591837	0.068182	0.088235
829263	0.029851	0.685714	0.057692	0.065574	0.782609	0.5	0.096774	0.060606
829298	0.369565	0.4375	0.764706	0.190476	0.65	0.363636	0.027027	0.411765
829327	0.425532	0.9375	0.647059	0.729412	1	0.727273	0.621622	0.529412
829379	0.02521	0.5	0.131313	0.353448	0.413043	0.534884	0.058201	0.169811
829624	0	0	0	0	0.052632	0.125	0	0
829641	0	0	0	0	0	0	0	0
829643	0	0	0	0	0.052632	0	0	0
829659	0	0	0	0	0	0	0	0
830142	0	0	0	0	0	0	0	0
830156	0	0	0	0	0	0	0	0
830158	0	0	0	0	0	0	0	0
830166	0	0	0	0	0	0	0	0
830237	0	0	0	0	0	0	0	0
830246	0	0	0	0.05	0	0	0	0
830257	0	0	0.5	0.05	0.022727	0	0	0
830276	0	0	0	0	0	0	0	0
830280	0	0	0	0	0	0	0	0
832006	0.878788	0.194444	0.052632	0.69697	0.941176	0.84375	0.923077	0.096774
833084	1	1	1	1	1	1	1	0.5
833101	0.833333	1	1	0.954545	0.923077	0.888889	1	1
833122	1	1	0.909091	0.857143	0.833333	0.875	1	1
835064	1	0.666667	0.972222	0.25641	0.384615	0.888889	0.213115	0.666667
835068	1	0.761905	0.972222	0.641026	0.615385	1	0.360656	0.4
835073	1	0.666667	0.944444	0.461538	0.461538	0.888889	0.327869	0.6
835088	1	0.809524	0.972222	0.871795	0.692308	0.962963	0.491803	0.4
835110	0.428571	0.122449	0.203704	0.371795	0.230769	0.442308	0.027397	0.04
835114	1	0.464286	0.944444	0.820513	0.615385	0.92	0.2	0
835119	0.9375	0.428571	0.944444	0.769231	0.769231	0.96	0.141176	0.1
835134	1	0.285714	0.777778	0.666667	0.538462	0.96	0.164706	0.2
835141	0.6875	0.071429	0.777778	0.230769	0.416667	0.64	0.011765	0
835199	1	0	1	0.176471	0	0.916667	0	0
835202	1	0.25	1	0.235294	0	0.75	0	0
835204	1	0	1	0.117647	0.066667	0.666667	0	0
835227	1	0	0.888889	0.111111	0.285714	0.888889	0	0
835239	1	0.16	1	0.52	0.4	0.9	0.1	0
835253	1	0.791667	1	0.653846	0.52	1	0.309091	0.333333
835263	1	0.416667	1	0.576923	0.52	1	0.2	0
835271	1	0.75	1	0.769231	0.521739	0.947368	0.309091	0.083333
835321	0.615385	0.266667	0.896552	0.304348	0.046875	0.875	0.052632	0.05
835325	0.923077	0.466667	1	0.217391	0.126984	0.857143	0.066667	0.05
835327	0.923077	0.133333	0.964286	0.15942	0	1	0.053333	0
835330	0.923077	0.066667	1	0.115942	0.015873	0.857143	0.026667	0
835332	0.923077	0.133333	0.964286	0.173913	0.079365	1	0.066667	0
835349	0.923077	0.133333	1	0.41791	0.095238	1	0.162162	0.05
835352	0.923077	0	1	0.369231	0.067797	1	0.056338	0
835451	1	0	1	0.085714	0.096774	0.952381	0.068966	0.333333
835455	1	0	0.956522	0.314286	0.258065	1	0.172414	0.333333
835463	0.928571	0	0.956522	0.114286	0.225806	1	0.137931	0.333333
835478	1	0	0.923077	0.035714	0.1	0.777778	0.038462	0
835600	1	0	1	0.060606	0	0.833333	0.125	0
835615	1	0.055556	0.714286	0	0	0.666667	0.15625	0
835621	1	0.055556	1	0.393939	0.125	0.833333	0.25	0
835710	0.926829	0.130435	0.531915	0.315385	0.661765	0.884615	0.307692	0.454545
835740	1	1	0.930233	0.96748	0.746032	1	0.860465	0.434783
835742	0.96875	0.8	0.974359	0.737864	0.509434	0.823529	0.513514	0.142857
835745	0.923077	0.5	1	0.818182	0.807692	0.714286	0.866667	0.7
836081	0.85	0.674419	0.96	0.254237	0.636364	0.923077	0.954545	0.428571
837402	0.789474	0.909091	0.9	0.686567	0.842105	0.8	0.962963	0.8
838371	0.928571	1	1	0.827586	0.870968	0.902439	0.731343	0.769231
838386	1	0.966667	0.888889	0.863636	0.90625	0.902439	0.850746	0.923077
838456	1	0.943396	0.981818	0.932331	0.975	0.979592	0.939759	0.911765
838472	0.941176	1	0.982456	0.924812	1	1	0.952941	1
841675	0.973333	0.714286	0.942029	0.854369	0.86	0.75	0.770833	0.826087
